instagram post,prompt
To give them the world you must show them the world. 🌎 | 📷 by @casajackson_ | Featured pack from the Poco Series #ospreypacks #hikingwithkids,Write a poignant Instagram post highlighting the importance of exploration and adventure for young minds.
"“Happiness is a direction, not a place.” - Sydney J. Harris | 📷 by @hikertrashhoney | Featured pack from the Talon/Tempest Series #ospreypacks #thruhiking","Write a thought-provoking caption highlighting the quote's message, featuring the stunning photo and highlighting the pack's durability."
“Every mountain top is within reach if you just keep climbing.” - Barry Finlay | 📷 by @thomas.anten | Featured pack from the Daylite Series #ospreypacks,"Write a motivational post featuring a scenic photo of a mountain, highlighting perseverance and achievement."
“Clouds can never hide the sun forever; so don’t complain about clouds but never forget to welcome the sun.” – Debasish Mridha | 📷 by @vernankee | Featured pack from the Manta/Mira Series #ospreypacks #ospreyambassador #thegooddaysaremade,"Write an inspiring post highlighting the importance of perseverance and positivity, featuring a stunning outdoor photo."
"""Don’t ever think that just because you do things differently, you’re wrong.""- Gail Tsukiyama | 📷 by @elevatedtrailsquad | Featured pack from the Manta/Mira Series #ospreypacks","Write a motivational post highlighting individuality and self-acceptance, featuring a stunning outdoor photo."
"""When I spoke to her, I had the feeling that her thoughts had been nourished in wide-open spaces where talk was sparse and silence ruled."" - Siri Hustvedt | 📷 by @jean_hugo #ospreypacks","Write a poetic caption inspired by Siri Hustvedt's quote, capturing the essence of solitude and connection."
"""Wherever there is air and light and open space, things grow."" - Helen Oyeyemi | 📷 by @sole_sister_ascending | Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a poetic caption highlighting the beauty of nature, featuring a stunning outdoor photo."
Being a tree hugger takes on a whole new meaning when you have a pup named Cedar. | 📷 by #OspreyAmbassador @lindsayontherocks | Featured pack from the Talon/Tempest Series #ospreypacks #thegooddaysaremade #hikingwithdogs,"Write a heartwarming post about a dog owner's special bond with their pup, highlighting their shared love for nature."
"“Traveling in the company of those we love is home in motion.” - Leigh Hunt 

We're a proud sponsor of the @thruhikesyndicate, an ambassador program for thru hikers on some of America's longest trails. This season that team includes @kidsoutwild, a family of 6 making their way along the #ContinentalDivideTrail as they attempt their larger goal of finishing the Triple Crown of thru hiking. Help us cheer them on 👏 | 📷 @kidsoutwild #ospreypacks #thruhikesyndicate #thruhiking","Write a post celebrating the @thruhikesyndicate's thru hikers, highlighting @kidsoutwild's family adventure on the #ContinentalDivideTrail."
"@liztiamzon and @thelizchavez showing off how much less trash is on their local trail after a quick cleanup! 

As stewards of the land, it's our responsibility to look after our favorite places to explore and a little work can go a long way. Tag a friend you want to beautify a trail with this summer, and tell us where you're going! | Featured pack from the Daylite Series #ospreypacks #leavenotrace","Write a post showcasing the impact of a quick cleanup on a local trail, highlighting the efforts of @liztiamzon and @thelizchavez."
"""Those who contemplate the beauty of the earth find reserves of strength that will endure as long as life lasts."" - Rachel Carson | 📷 by @backpackerbhav | Featured pack from the Skarab/Skimmer Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a post highlighting the connection between nature and strength, featuring a stunning backpacking photo."
"We continue to stand with the Black community to condemn inequity and injustice. Tomorrow, we are pausing business-as-usual operations to reflect on the murder of George Floyd and hold internal educational sessions on diversity, equity and inclusion. This one small step is part of a larger plan we made to help make all communities feel safer, welcome and heard. Osprey remains committed to promoting a more diverse community in the outdoors—and the long-term work required to further transform outdoor spaces into a more inclusive environment.","Write a statement condemning inequity and injustice, highlighting internal educational sessions on diversity, equity, and inclusion."
"In 2019, #OspreyAmbassador @kyehalpin along with @freddy.most set out to find a creative route through the Tetons. The popular Teton Crest Trail covers the southern portion of the range but the northern section is a vast, often unexplored expanse with vague, undeveloped trails and difficult terrain. Their vision was to find a route traveling the entire length of the Tetons along the hydrological divide - the line where the water flows from either the west or the east. 

Following this line through the Tetons proved to be more of a challenge than either of them had expected and pushed them to the edge of their physical and psychological boundaries. Watch Teton Center Punch in full via the link in our bio. 

🎥 @noahwaldron.mov #ospreypacks","Write a captivating post about an epic adventure through the Tetons, highlighting the challenges and triumphs of @kyehalpin and @freddy.most."
“Life shrinks or expands in proportion to one’s courage.” - Anais Nin | 📸 @kyleektoth | Featured pack from the Duro/Dyna Series #ospreyambassador #ospreypacks #thegooddaysaremade,"Write a motivational post highlighting the importance of courage, featuring a stunning outdoor photo and highlighting Osprey packs."
"""Be thankful for what you have; you’ll end up having more. If you concentrate on what you don’t have, you will never, ever have enough."" - Oprah Winfrey | 📷 @seattlebred with #OspreyAmbassador @amberkchang | Featured pack from the Duro/Dyna Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a motivational post quoting Oprah Winfrey, highlighting gratitude and abundance."
“The question isn’t who is going to let me; it’s who is going to stop me.” - Ayn Rand | 📸 @drawingfromnature | Featured pack from the Savu/Seral Series #ospreyambassador #ospreypacks #thegooddaysaremade,"Write an empowering post featuring Ayn Rand's quote, highlighting the importance of self-motivation and perseverance."
"“I am grateful my children have given me the gift of being able to thru-hike with them. It is rare to be able to spend so much time together, doing such difficult things, seeing so many aspects of their personalities and talents. This has been one of my favorite parts of my motherhood adventure!” - @thruhikesyndicate ambassador & @kidsoutwild adventure mom, Mindi Bennett, speaks on the special experience of thru hiking the #ContinentalDivideTrail with her family. 

Wishing a very happy Mother's Day to those adventurous, encouraging, and inspiring mother figures out there. #ospreypacks #mothersday #adventuremoms","Write a heartfelt post about the joy of thru-hiking with children, highlighting the unique bonding experience and personal growth."
"“Water is soft and humble, but it is the most powerful and is the most endurable.” - Debasish Mridha | 📷 by @backpackerbhav | Featured pack from the Rook/Renn Series #ospreypacks #ospreyambassador #thegooddaysaremade",Write a reflective caption highlighting the quote's meaning and featuring the pack's durability.
"""I do not understand how anyone can live without some small place of enchantment to turn to."" - Marjorie Kinnan Rawlings | 📷 by @naturemonsterr | Featured pack from the Talon/Tempest Series #ospreypacks",Write a poetic reflection on the importance of personal sanctuaries in modern life.
"“Why do you go away? So that you can come back. So that you can see the place you came from with new eyes and extra colors. And the people there see you differently, too. Coming back to where you started is not the same as never leaving.” - Terry Pratchet | 📷 by @hollieharm #ospreypacks #backpacking",Write a reflective post about the value of returning to familiar places with fresh perspectives.
"Trail running: the outdoor experience distilled to its simplest form. Whether you’re headed out on an all-day adventure and need to bring a few extra pieces of kit with you, or you're the type to go fast and light over long distances, the Duro/Dyna has your back. 

From vest packs built for big days, to minimalist handheld hydration, to stable and comfortable running belts, the whole Duro/Dyna Family reduces distractions and helps you focus on what matters most: continuous forward motion. Link in bio to check out all this series has to offer. | 📷 by @danpatitucci #ospreypacks #trailrunning",Write an Instagram post highlighting the benefits of Duro/Dyna trail running packs for outdoor enthusiasts.
"""Solitude is creativity's best friend, and solitude is refreshment for our souls."" - Naomi Judd | 📷 by @ericturkebayev | Featured pack from the Talon/Tempest Series #ospreypacks","Write a post highlighting the importance of solitude in creative pursuits, featuring a stunning photo of an Osprey pack."
“Life is not what you alone make it. Life is the input of everyone who touched your life and every experience that entered it. We are all part of one another.” - Yuri Kochiyama | 📷 by @arnazrc and @cruzcampingco | Featured pack from the Manta/Mira Series #ospreypacks,"Write a reflection on the interconnectedness of life, highlighting Yuri Kochiyama's quote and featuring the Manta/Mira Series pack."
"From our first ride without training wheels to the first time cleaning an obstacle, bicycles and the rites of passage we ride them through are forever a part of our heart. Today we unleash our youthful spirit each time we ride our backyard trails in Southwest Colorado, where we test every one of our packs. 

Head to the link in our bio to check out our favorite packs for mountain biking, making it easier to bring comfort and convenience along for the ride. | 📸 @louisarevalo #ospreypacks","Write a nostalgic post celebrating the joy of cycling and the memories made along the way, highlighting the importance of comfort and convenience on the trails."
"“Although I deeply love oceans, deserts, and other wild landscapes, it is only mountains that beckon me with that sort of painful magnetic pull to walk deeper and deeper into their beauty.” - Victoria Erikson | 📷  @kaelan.young | Featured pack from the Daylite Series #ospreypacks","Write a poetic caption inspired by Victoria Erikson's quote, highlighting the allure of mountains."
"""Don’t ever think that just because you do things differently, you’re wrong."" - Gail Tsukiyama | 📷 by @hiker_rn | Featured pack from the Exos/Eja Series #ospreypacks","Write a motivational post highlighting individuality and self-acceptance, featuring a stunning outdoor photo and a quote from Gail Tsukiyama."
“The mountains whisper for me to wander; my soul hikes to the call.” - Angie Weiland-Crosby | 📷 of @taymariemac by @thedirtydrifter | Featured pack from the Stratos/Sirrus Series #ospreypacks,"Write a poetic caption inspired by the quote, incorporating the featured pack and photographer credits."
"Clean lines and exceptional durability make the Arcane Family a timeless, everyday solution that stands as an extension of self-expression. With unique functionality and foundational aesthetics, each piece is built with quality, sustainable fabrics and intuitive features. These bags are made to withstand daily use—and made to go wherever you go. 

Now, for a limited time, these stylish, sustainable, everyday bags are available in a hemp/recycled polyester blend. Head to the link in our bio to check them out. | 📷 by @thecolorbrown & @jaykolsch #ospreypacks","Write a post highlighting the Arcane Family's durability, self-expression, and sustainable features, featuring a limited-time hemp/recycled polyester blend option."
"""Don’t let anyone rob you of your imagination, your creativity, or your curiosity. It’s your place in the world; it’s your life. Go on and do all you can with it, and make it the life you want to live."" -Mae Jemison | 📷 by @wanderingalways | Featured pack from the Syncro/Sylva Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write an inspiring post highlighting the importance of imagination, creativity, and curiosity, featuring Mae Jemison's quote."
"“Nature has been for me, for as long as I remember, a source of solace, inspiration, adventure, and delight; a home, a teacher, a companion.” - Lorraine Anderson | 📷 by @fatgirlforthefitsoul | Featured pack from the Hikelite Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a poetic caption inspired by Lorraine Anderson's quote, highlighting the connection between nature and adventure."
"“Dogs do speak, but only to those who know how to listen.”– Orhan Pamuk | 📷 by @aloofandfloof | Featured pack from the Talon/Tempest Series #ospreypacks","Write a poignant post quoting Orhan Pamuk, featuring a stunning photo of @aloofandfloof's Talon/Tempest Series pack."
"""I first heard of the Skurka variation of the Wind River High Route when a friend and I set out to get the speed record, also known as a Fastest Known Time, on the Wilson Dixon variation of the High Route in 2017. Both high routes traverse the range through the alpine zone and both are 65 percent off trail—how different could they be, really? I couldn’t have been more wrong."" 

Now on the blog, #OspreyAmbassador @kyehalpin reflects on her time in Wyoming's rugged Wind River Range during her unsupported FKT with our Tempest Pro. Head to the link in our bio to read more about her experience. | 📷 @fmarmsaterphoto #ospreypacks #fastestknowntime #windriverrange","Write a reflective post about a challenging adventure in the Wind River Range, highlighting the differences between the Skurka and Wilson Dixon high routes."
"“Just around the bend, a miracle is waiting to happen. Release fear and uncertainty, and majestic wonders wait to unfold for you.” - Denise Linn | 📷 by @vernankee | Featured pack from the Manta/Mira Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a motivational post featuring a stunning outdoor photo, quoting Denise Linn and highlighting Osprey Packs' Manta/Mira Series."
"""I really believe that, as human beings, we have an innate need to explore, to see what's around the corner."" - Jimmy Chin | 📷 by @gregorylum #ospreypacks #ospreyambassador #thegooddaysaremade",Write a captivating Instagram post highlighting Jimmy Chin's quote on human need for exploration.
"""All of the fatigue had vanished and in its place I felt nothing but joy. A smile spread across my face as I looked across the range. I knew I could make it through the Alpine Lakes zone before dark, and beyond to the end. Whether or not I set a record, it was enough to simply be out here."" | 📷 @fmarmsaterphoto with @kyehalpin on her unsupported speed record in 
Wyoming's Wind River Range. Link in bio to read her reflections on the experience. | Featured pack from the Talon/Tempest Series #ospreypacks #fastestknowntime #windriverrange",Write a reflective post about overcoming fatigue and finding joy on a challenging hike.
“Working hard for something we don’t care about is called stress; working hard for something we love is called passion.” – Simon Sinek | 📷 by @jessica.nomade | Featured pack from the Talon/Tempest Series #ospreypacks,"Write a motivational post featuring a quote by Simon Sinek, highlighting the importance of passion in work."
"""I seem to always get that compelling urge to photograph, take home and share those moments and stories with those closest to me. The average smartphone never seems to get the full grasp of these wild places, but bringing along your camera and lenses can introduce a whole new puzzle to solve."" On the blog, get tips from #OspreyAmbassador and BC-based photographer @gregorylum for adventuring with your camera comfortably and easily. Link in bio to read. | 📷 by @gregorylum | Featured pack from the Skarab/Skimmer Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a post highlighting the importance of capturing life's moments with a camera, sharing tips for comfortable adventuring."
"“Patience, perseverance, and mental strength - they are your biggest armour against all odds.” - Sujata Chatterjee | 📷 by @arianelajeunesse | Featured pack from the Daylite Series #ospreypacks",Write a motivational post highlighting the importance of mental strength and perseverance in overcoming life's challenges.
"""The environment, after all, is where we all meet, where we all have a mutual interest. It is one thing that all of us share. It is not only a mirror of ourselves, but a focusing lens on what we can become.” - Lady Bird Johnson | 📷 by @trinityc0215| Featured pack from the Skarab/Skimmer Series #ospreypacks",Write an inspiring post highlighting Lady Bird Johnson's quote on environmental unity and feature a stunning photo from @trinityc0215.
"The do-everything, own-forever backpack. 

Almost 25 years ago, we set out to design the best backpack ever made. Beloved on the trail, our Aether/Ariel Series has continually set the standard for what a pack should do and what it should weigh. Customizable, perfect-fitting and capable of carrying larger and heavier loads, the all-new Aether/Ariel has undergone a quarter century of evolution to last you a lifetime of trips. Dial in the perfect fit with a state-of-the-art suspension system featuring adjustable Custom Fit-on-the-Fly® Shoulder Straps and Hipbelt. 

Head to the link in our bio to learn more about the Aether/Ariel Family. #ospreypacks",Write a post highlighting the 25-year evolution of the Aether/Ariel backpack series.
"You’ll find it on a brisk morning, and on the toughest terrain. When you expect it, and when you don’t. But that’s why we love it. Adventure keeps us curious. It keeps us going. Since 1974, we’ve worked relentlessly to inspire your adventure.

It was then that our founder Mike Pfotenhauer constructed our very first packs in Santa Cruz, California. Today, we’re based in Cortez, Colorado, where each of our custom-fit, high-performing products still pass through Mike’s hands.

We’re thoughtful about every panel, every stitch. Because we use these packs too, and seek adventure as often as you do. #ospreypacks","Create an Instagram post highlighting Osprey Packs' commitment to adventure and quality, emphasizing their 1974 founding and founder Mike Pfotenhauer's hands-on approach."
"From the thin mountaintop air we gulp to the loamy trails we shred to the clean waters we float, we love our planet. Only together we can help protect it and prevent permanent ecological damage. On our mission to leave as little environmental impact as possible:

🌎 We use the highest-quality materials with the lowest environmental impact in our products. We’ve also adopted the bluesign® Restricted Substances List, implemented a world-class factory code of conduct and use third-party auditing to confirm compliance.

🌎 We are a founding member of the @OutdoorIndustry sponsored Climate Action Corps and are using the Climate Neutral system and database to calculate, reduce and offset our carbon footprint.

🌎 Under our All Mighty Guarantee, we’ll repair or replace any damage or defect for any reason free of charge—whether it was purchased in 1974 or yesterday.

🌎 We've partnered with the @RenewalWorkshop to give our packs a 2nd life, minimize the amount of product going to landfills and keep our high-quality solutions in use for as long as possible.

Head to our Stories for more info about what we've listed here, and for actionable ways you can minimize your impact not only on #EarthDay, but every day. | 📷 @rockiescreative | Featured pack from the Talon/Tempest Series #ospreypacks",Write a post highlighting Osprey Packs' eco-friendly initiatives and commitment to sustainability.
"“Caring for myself is not self-indulgence, it is self-preservation."" - Audre Lorde | 📷 by @flying_tortuga | Featured pack from the Stratos/Sirrus Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a post highlighting self-care and self-preservation, featuring a stunning outdoor photo and a quote from Audre Lorde."
"""A mother's arms are more comforting than anyone else's."" - Princess Diana | 📷 by @mor.wild | Featured pack from the Poco Series #ospreypacks","Write a heartfelt caption inspired by Princess Diana's quote, highlighting the comfort of a mother's arms."
"Following #LeaveNoTrace is essential to preserving the spaces we love to venture to. In honor of #EarthWeek, we're joining @leavenotracecenter in their effort to #LeaveNoTrash. On your next outdoor adventure, a spring cleanup could look like:

🌱 Be prepared by bringing your own cleanup kit, including gloves, garbage bags, and hand sanitizer. 
🌱 Leaving space in your bag to carry out the trash you find.
🌱 Invite your family or a few friends. This is a great way to be outside, stay physically distanced, and enjoy time with others.
🌱 Motivate friends and family to do the same by sharing your efforts on social media. Tag #LeaveNoTrash so we can see what trails or neighborhoods you're cleaning up!

Tag a friend below you think would join you in a spring cleanup this weekend!","Create an Instagram post highlighting the importance of #LeaveNoTrace and #LeaveNoTrash during #EarthWeek, featuring a spring cleanup checklist and social media tagging prompt."
"“Loving life is easy when you are abroad. Where no one knows you and you hold your life in your hands all alone, you are more master of yourself than at any other time.” - Hannah Arendt | 📷 by @carleyc_az with @kendallanncurry | Featured pack from the Daylite Series #ospreypacks",Write a travel-inspired post highlighting the freedom and self-discovery that comes with exploring new places.
"One of our most versatile pack series yet, Talon/Tempest allows for dynamic movement whether you're bagging peaks or bikepacking. This series is also now sustainably designed with recycled, high-tenacity nylon in new volumes, new styles, and new colors. Head to the link in our bio for more. #ospreypacks

What's your favorite memory with your Talon/Tempest?",Write a post highlighting the versatility and sustainability of Osprey's Talon/Tempest pack series.
"Simple, technical enough for the trail, and casual and familiar enough for travels abroad or down the road—the Daylite Family embodies versatility. From backpacks, waist packs and duffels to totes, slings and kids’ packs, these multipurpose solutions can be used every day, everywhere: on a day hike, as a travel bag, at the market or on the go. 

Head to the link in our bio to check out our updated Daylite Family featuring new silhouettes and colors, now being made with sustainable recycled features. | 📷 @danholzphoto #ospreypacks","Write a post highlighting the versatility of the Daylite Family, emphasizing its technical features and casual appeal."
"“I travel because it makes me realize how much I haven’t seen, how much I’m not going to see, and how much I still need to see.” - Carew Papritz | 📷 by @elevatedtrailsquad #ospreypacks",Write a travel-inspired Instagram post quoting Carew Papritz and featuring a stunning photo by @elevatedtrailsquad.
"“Because during every run, for a few seconds or a few minutes, you have a moment where it feels really good. You forget about the discomfort and you find rhythm, maybe some grace, and a feeling of strength and confidence as you move as well as you’ll ever move doing anything. And that’s one of the best reasons to run.” - Brendan Leonard | 📷 by @josebilingue | Featured pack from the Duro/Dyna Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a motivational post highlighting the benefits of running, inspired by Brendan Leonard's quote."
"Do you love the Continental Divide Trail as much as we do? We're excited to be partnering with the @cdtcoalition for their second virtual Trail Days event! Every Thursday from April 22nd to May 13th, bring the trail to your kitchen table by joining CDTC’s Facebook Live events to hear from long-distance travelers, climate activists, filmmakers, biologists and more. Plus, there’s a huge Gear Sweepstakes that we are participating in and you can have a chance to win some amazing prizes. Entry is free, but if you sign up as a member of CDTC for $35 or more, you get even more chances to win. 

Join us and CDTC in celebrating the CDT this next month, and learn more at the link in our bio. | 📷 @jackjoneshg | Featured pack from the Exos/Eja Series #ospreypacks #cdt #continentaldividetrail",Write an engaging post announcing partnership with CDT Coalition for virtual Trail Days event and highlighting exciting events and prizes.
"""I can speak to my soul only when the two of us are off exploring deserts or cities or mountains or roads."" - Paulo Coelho | | 📷 by @vals_adventures | Featured pack from the Talon/Tempest Series #ospreypacks","Write a travel-inspired post quoting Paulo Coelho, featuring a stunning photo of a backpacker in the wilderness."
"Our expertise in designing backpacks dates back to 1974, when Osprey was founded on designing custom packs for mountaineers headed to the Sierra. Now, we pride ourselves on making packs for all of your favorite activities. As the leader in custom-fit backpacks, our pack-fitting technique ensures a properly fitting pack that maximizes efficiency, comfort and safety both on and off the trail. Head to our Stories today to get a glimpse into our pack-fitting technique. | 📷 @danholzphoto | Featured pack from the Aether/Ariel Series #ospreypacks","Write a post highlighting Osprey's 47-year history of designing custom backpacks for various activities, emphasizing pack-fitting technique."
"“And if travel is like love, it is, in the end, mostly because it’s a heightened state of awareness, in which we are mindful, receptive, undimmed by familiarity and ready to be transformed. That is why the best trips, like the best love affairs, never really end.” - Pico Iyer | 📷 by @vows_and_peaks @betho_brien | Featured packs from the Stratos/Sirrus and Talon/Tempest Series #ospreypacks","Write a captivating caption inspired by Pico Iyer's quote, highlighting the transformative power of travel and adventure."
"""I found far more answers in the woods than I ever did in the city."" - Mary Davis | 📷 by @parktrailsandtales #ospreypacks","Write a reflective post inspired by Mary Davis' quote, capturing the serenity of nature."
"Say hello to the 2021 Thru Hike Syndicate ambassador team! 👋

For years we’ve been a sponsor of the Thru Hike Syndicate, an ambassador program for thru hikers that supports individuals on their hiking journeys that take them hundreds of miles across some of the most iconic long trails. After an unexpected season last year, we’re excited to bring back and support many ambassadors we selected for 2020, but are also thrilled to welcome new faces that altogether make up our 2021 Thru Hike Syndicate ambassador team! We will be sponsoring these hikers with backpacks to complement gear from the awesome teams at @darntoughvermont, @ledlenserusa, @nemoequipment, @peakrefuel, @vasquefootwear, @lekiusa, and @sawyerproducts.

As part of this program, we've been doing our best to navigate major trail organization recommendations for 2021, mandated and person safety precautions, and highly competitive permit systems. Hiking this year looks a lot different for all of us, which is why you’ll see both traditional and non-traditional long-distance hiking goals reflected within this year's team. As a sponsor of this program, we’re excited and honored to be telling the story of each ambassador’s unique journey this season. 

Join us in welcoming this awesome crew! 👏","Write a post introducing the 2021 Thru Hike Syndicate ambassador team, highlighting their unique journeys and sponsors."
"""I glanced out the window at the signs of spring. The sky was almost blue, the trees were almost budding, the sun was almost bright."" - Millard Kaufman | 📷 by @amira.silverman | Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a nostalgic Instagram post capturing the essence of spring's arrival, featuring a Talon/Tempest Series pack."
"“For me, a house or an apartment becomes a home when you add one set of four legs, a happy tail, and that indescribable measure of love that we call a dog.” - Roger Caras | 📷 by @reynoldtherescue | Featured packs from the Ozone and Talon/Tempest Series #ospreypacks","Write a heartwarming post inspired by Roger Caras' quote, highlighting the joy of dog ownership and featuring Osprey packs."
"""You live a new life for every language you speak. If you know only one language, you live only once."" - Czech Proverb | 📷 of @travelingjackie by @coltonstiffler | Featured pack from the Kestrel/Kyte Series #ospreypacks #ospreyambassador #thegooddaysaremade",Write a captivating caption highlighting the power of language and cultural exploration.
“Life has no limitations except the ones you make.” - Les Brown | 📷 #OspreyAmbassador @gregorylum | Featured pack from the Skarab/Skimmer Series #ospreypacks #thegooddaysaremade,Write an inspiring post highlighting the quote 'Life has no limitations...' and showcase the Skarab/Skimmer Series pack.
"""I hadn’t been in the backcountry in far too long—I forgot how good the cold feels stinging your nose in the morning, how tasty freeze-dried food can be when you’ve hiked your way into dinnertime, and how that thrill of being somewhere new never gets old. And I didn’t know how wildly special it would be to share those things with our baby until it was happening."" 

Now on our blog, filmmaker and photographer @alynicklas recounts returning to the backcountry for the first time after having her son, Wolfie, and bringing him along to share the magic. Head to the link in our bio to read. | 📷 @arni_coraldo & @alynicklas | Featured pack from the Poco Series #ospreypacks",Write a heartfelt reflection on rediscovering the backcountry with a new perspective after having a child.
“There's nothing more contagious than the laughter of young children; it doesn't even have to matter what they're laughing about.” - Criss Jami | 📷 by @Hoomans.and.hounds | Featured pack from the Poco Series #ospreypacks,"Write a heartwarming post capturing the joy of childhood laughter, featuring a playful pup and Osprey Packs."
"#OspreyAmbassador @travelingjackie is a podcast host and adventure trip leader, who loves watching individuals discover themselves while exploring new landscapes. While her home base is the mountains of Montana, she can often be found in Europe or the depths of Patagonia. Today on our Stories, get a glimpse into what life on an international trip is like with Jackie, and why she devotes so much time to facilitating world-wide adventures for others. | 📷 by @samrouda_ #ospreypacks","Write a captivating post for @travelingjackie, highlighting her international adventures and passion for facilitating self-discovery."
"""You need to learn how to select your thoughts just the same way you select your clothes every day. This is a power you can cultivate."" - Elizabeth Gilbert | 📷 by @mig_jacob | Featured pack from the Volt/Viva Series #ospreypacks","Write a motivational post highlighting the power of thought selection, inspired by Elizabeth Gilbert's quote."
"""The natural state of motherhood is unselfishness. When you become a mother, you are no longer the center of your own universe. You relinquish that position to your children.” - Jessica Lange | For those future moms that love getting outside, #OspreyAmbassador @backpackerbhav is sharing 9 important tips she's learned while hiking and pregnant. Head to our Stories today to check them out! | 📷 @shashankvijayphotos | Featured pack from the Skarab/Skimmer Series #ospreypacks #thegooddaysaremade","Write an inspiring post highlighting the importance of motherhood, featuring a quote by Jessica Lange and sharing hiking tips for pregnant women."
"""'You should turn around.' I stared in disbelief at the two men in front of me. We’d spent the last eight hours carrying our two kids and three days’ worth of gear up this mountain, and now I was being told to turn back.

Austin and I have hiked up 10,000 feet and over 130 miles with our four and two-year-old, so our trails have always been littered with concern and doubt from strangers. Kids aren’t common 30 miles up a trail so we’ve tried to be welcoming and open to the tidal wave of advice that comes our way.""

| Learning how to take care of your kids in the wild is simply learning how to run interference in a new environment. On the blog, Rachel Cary has compiled her top 5 tips for taking your children into the backcountry, in hopes of helping parents find confidence in the new skill. Read now at the link in our bio. | 📷  @rachjeanine | Featured Pack from the Aether/Ariel Series #ospreypacks #hikingwithkids #campingwithkids","Write a post highlighting a family's adventurous hike with young children, featuring a personal anecdote and promoting a blog article on wilderness parenting tips."
"""And at the end of the day, your feet should be dirty, your hair messy and your eyes sparkling."" - Shanti | 📷 by @brandyleann | Featured pack from the Poco Series #ospreypacks","Write a motivational post highlighting the importance of embracing imperfections, featuring a scenic outdoor photo with a backpack."
"In her new short documentary, DURGA: Forging a New Trail, filmmaker @emilyhopcian tells the story of Durga Rawal, the only guide of any gender from her village in northern Nepal. In a country where boys receive an education, men seek employment in larger cities, and girls and women are often left to work on family farms and within their homes, Durga’s is a story of defying cultural, societal and familial expectations to pursue an independent life. 

Get Emily's perspective into the new film today on our Stories, or go further behind the scenes at the link in our bio. | 📸 @kopal.goyal7 & @emilyhopcian | Featured pack from the Stratos/Sirrus Series #ospreypacks",Write a captivating Instagram post highlighting Durga Rawal's inspiring story of defying societal norms.
"For all you pregnant mamas who love the outdoors, hiking during pregnancy can be very rewarding for both your physical and mental health. #OspreyAmbassador @backpackerbhav initially wasn't sure if her and @shashankvijayphotos would be able to enjoy the outdoors the same way now that they are expecting, but learned quickly that some minor changes in planning have allowed them to adventure as they did before. 

Head to our Stories today for 9 tips on hiking while pregnant! | 📷 by @shashankvijayphotos with @backpackerbhav | Featured pack from the Skarab/Skimmer Series #ospreypacks #thegooddaysaremade","Write an inspiring post for outdoor-loving pregnant mamas, highlighting the benefits of hiking during pregnancy and sharing tips for a safe and enjoyable experience."
"""Watch your life as if it were a film. Absorb everything. What you see, hear, and feel will stamp every alphabet of your work."" - Nikky Finney | 📷 by @_beckyprice_ | Featured pack from the Daylite Series #ospreypacks","Write a cinematic reflection on life's moments, infusing every word with sensory depth."
"Happy National Camp at Home Day! We’ve partnered with @kammok and 8 other brands to celebrate the joy, magic, and community of #NationalCampAtHomeDay. It’s time to get creative for this one! 

Prize Package:
🦅 @ospreypacks Transporter Duffel 95
⛺️ Camp at Home Kit: Avid Camp at Homer sticker, bandana, hat, and all the goodies to make s’mores, including @snackapade marshmallows
☁️ @kammok Swiftlet portable hammock stand, Roo, and Python straps
🐶 @ruffwear Highlands Sleeping Bag + Pad
💦 @sawyerproducts Backcountry to Backyard Kit: Permethrin, Picaridin, sunscreen, Squeeze Filter, Tap Filter, NOSO patches, shirt, stickers
🌎 @wholeearthprov Industrial Revolution ""Titan Fire Striker"", Penguin Putname Inc. ""Knots"", UST ""Paratinder, 30'”
🔥 @solostove Bonfire portable firepit with stand, four roasting sticks
🐻 @bearvault BV450 Food Canister 
☕ @kujucoffee Coffee Starter Pack
🌲 @keepnaturewild: $100 Gift Card

TO ENTER:
1. Take a creative picture of your at-home camping setup, & post to your main IG feed using #NationalCampatHomeDay
2. Make sure your account is public so we can see it!
2. Follow all the brands above

On Monday, 3/29 we'll select one household to take home this massive prize package. Good luck!

What is National Camp at Home Day? It's as simple as it sounds. A day to get creative, have fun, build the campsite of your dreams in your living room, backyard, you name it! Blanket forts, indoor tents, there is no wrong or right way to celebrate. It’s a global campout for the whole community, no matter your skill level or where you're located. Last March when we stayed home to protect our neighbors, this community of hikers, campers, everyday adventurers, rallied together to lift spirits in homes around the world. We can’t wait to see what you’ll do again.","Create an engaging post announcing National Camp at Home Day, highlighting the prize package and encouraging followers to participate."
"""It's always sunny above the clouds. Always. Every day on earth - every day I have ever had - was secretly sunny, after all."" - Caitlin Moran | 📷 by @ianyugraphy with @vega823 | Featured pack from the Aether/Ariel Series #ospreypacks","Write a poetic Instagram post inspired by Caitlin Moran's quote, featuring a stunning aerial photo."
